method,index,time_cost
kmeans,0.5532439704296858,27.3048152923584
MBK,0.642183397057675,3.709906578063965
dbscan,0.781950071603934,124.26770544052124
AC,0.7027997262414881,1141.9409596920013
S_C,0.5744793334958227,13.34910273551941
