method,index,time_cost
kmeans,0.5068675790709439,71.54358386993408
MBK,0.5064385366501672,5.925154685974121
dbscan,0.7155682805891312,566.6535437107086
AC,0.6871309914762854,7314.265980482101
S_C,0.5065394357118862,74.51296329498291
