method,accuracy,time_cost
naive_bayes,0.24846957148001442,18.330310583114624
random_forest,0.4648901692473893,32.11317825317383
logistic_regression,0.4720921858120274,111.20696997642517
decision_tree,0.44352418677229627,45.97997260093689
neural_network,0.4550473988056183,429.3132119178772
support_vector_machine,0.20777817788980915,321.35480213165283
support_vector_machine,0.13971912135397913,217.3577857017517
