method,accuracy,time_cost
naive_bayes,0.30679672750157333,6.226051568984985
random_forest,0.4122089364380113,9.342988967895508
logistic_regression,0.40969162995594716,30.788544416427612
decision_tree,0.4008810572687225,9.560072422027588
neural_network,0.3848332166671753,129.69732975959778
support_vector_machine,0.13593455003146634,78.44447302818298
support_vector_machine,0.1831340465701699,68.34733510017395
