method,accuracy,time_cost
naive_bayes,0.6006922592825676,0.012603282928466797
random_forest,0.7473253618628068,3.839674711227417
logistic_regression,0.7347388294524858,0.05270862579345703
decision_tree,0.6900566393958465,0.5033366680145264
neural_network,0.7281308770179749,7.403393268585205
support_vector_machine,0.7451227186910007,0.04426860809326172
support_vector_machine,0.5213971050975457,0.04318594932556152
