method,accuracy,time_cost
naive_bayes,0.5076221341975753,12.381933689117432
random_forest,0.6031688872884408,31.55286741256714
logistic_regression,0.6783099267794983,41.69435501098633
decision_tree,0.6290961469211379,48.508052110672
neural_network,0.6342576146125793,419.6904752254486
support_vector_machine,0.5183051254351219,125.24904274940491
support_vector_machine,0.4231184731724883,93.25499820709229
