method,accuracy,time_cost
naive_bayes,0.5180650582163006,10.70440411567688
random_forest,0.6574240787420478,24.60337519645691
logistic_regression,0.6839515064217981,36.63405084609985
decision_tree,0.628736046092906,30.087138652801514
neural_network,0.6811907291412354,313.95643520355225
support_vector_machine,0.519265394310407,68.20818662643433
support_vector_machine,0.42707958228303927,57.60314607620239
