method,accuracy,time_cost
naive_bayes,0.5160478288231592,10.073917150497437
random_forest,0.750157331655129,28.493661880493164
logistic_regression,0.7363121460037759,16.493525743484497
decision_tree,0.6938325991189427,8.43813967704773
neural_network,0.7378854751586914,153.35852766036987
support_vector_machine,0.45846444304594086,57.86831498146057
support_vector_machine,0.25361862806796726,48.274831771850586
