method,accuracy,time_cost
naive_bayes,0.512271869100063,3.9773948192596436
random_forest,0.7388294524858402,9.201719760894775
logistic_regression,0.7372561359345501,19.958844423294067
decision_tree,0.6944619257394588,8.637280464172363
neural_network,0.6941472887992859,121.37882375717163
support_vector_machine,0.4292007551919446,23.378279447555542
support_vector_machine,0.26620516047828824,20.88842248916626
