method,accuracy,time_cost
naive_bayes,0.5906230333543109,0.010999917984008789
random_forest,0.7448080553807426,3.818734884262085
logistic_regression,0.7322215229704216,0.05621838569641113
decision_tree,0.6633102580239144,0.4935295581817627
neural_network,0.7230963110923767,8.019982099533081
support_vector_machine,0.7303335431088736,0.05261063575744629
support_vector_machine,0.553492762743864,0.04402422904968262
