method,accuracy,time_cost
naive_bayes,0.2501500420117633,27.538565635681152
random_forest,0.43356139719121356,29.409680128097534
logistic_regression,0.44940583363341735,105.78103923797607
decision_tree,0.4190373304525267,43.66661286354065
neural_network,0.3985115885734558,29.921906232833862
support_vector_machine(rbf),0.14812147401272358,122.06826901435852
support_vector_machine(sigmoid),0.15136238146681072,139.44505333900452
